Title,Title_URL,Image,Tag_URL,Tag,jsteaserstandfirstlink,jsteaserstandfirstlink1,Time
BT recruits former BG Group finance director Simon Lowth,https://www.ft.com/content/8a54ae62-1d55-3fed-a29a-e2e83fae0bba,,https://www.ft.com/mergers-acquisitions,Mergers & Acquisitions,"...He has been CFO of, and served on the boards of, BG Group, drugmaker AstraZeneca and utility group ScottishPower in the last 11 years. He is also a non-executive director at Standard Chartered....",AstraZeneca,"MARCH 18, 2016"
Miners keep FTSE in positive territory,https://www.ft.com/content/d6ea9b9a-ec43-11e5-888e-2eadd5fbc4a4,,https://www.ft.com/uk-equities,UK equities,"...Shire fell 2.4 per cent to 3,606.4p, AstraZeneca slipped 1.5 per cent to 3,963.1p and GlaxoSmithKline dropped 0.9 per cent to 1,403.0p....",AstraZeneca,"MARCH 17, 2016"
Pharma merger to create UK champion in respiratory medicines,https://www.ft.com/content/62322d88-eb6f-11e5-888e-2eadd5fbc4a4,,https://www.ft.com/uk-companies,UK companies,...A former senior executive at AstraZeneca is aiming to create a new UK champion in respiratory medicines after a £441m merger between Vectura and Skyepharma....,AstraZeneca,"MARCH 16, 2016"
Vectura and Skyepharma agree £441m merger,https://www.ft.com/content/4710f98f-0f5c-3818-90f0-d9b212421619,,https://www.ft.com/mergers-acquisitions,Mergers & Acquisitions,"...The enlarged company will be run by James Ward-Lilley, Vectura chief executive and a former senior AstraZeneca executive. Bruno Angelici, Vectura’s chairman, will also keep his role....",AstraZeneca,"MARCH 16, 2016"
WPP chief’s £60m pay set to spark anger,https://www.ft.com/content/ee434a84-e942-11e5-bb79-2303682345c8,,https://www.ft.com/uk-companies,UK companies,...The target to hit sales of $45bn by 2023 was a central part of AstraZeneca’s defence against a takeover approach from Pfizer in 2014....,AstraZeneca’s,"MARCH 13, 2016"
HSBC slips on fears of dividend decline,https://www.ft.com/content/25e443dc-df0f-11e5-b072-006d8d362ba3,,https://www.ft.com/uk-equities,UK equities,"...AstraZeneca lost 2.3 per cent to £41.07 after a trial of its lung cancer drug, tremelimumab, failed to show better survival rates than a placebo....",AstraZeneca,"FEBRUARY 29, 2016"
AstraZeneca agrees licensing deal for Plendil in China,https://www.ft.com/content/5e221d26-dee4-11e5-b072-006d8d362ba3,,https://www.ft.com/uk-companies,UK companies,...Monday’s deal marks a step towards meeting AstraZeneca’s target for a further increase in so-called externalisation revenue this year....,AstraZeneca’s,"FEBRUARY 29, 2016"
Governance veterans bow out,https://www.ft.com/content/e0d42174-d62e-11e5-829b-8564e7528e54,,https://www.ft.com/jonathan-guthrie,Jonathan Guthrie,"...Oustees during the acrimonious “Shareholder Spring” of 2012 included David Brennan of AstraZeneca, and Sly Bailey of Trinity Mirror....",AstraZeneca,"FEBRUARY 18, 2016"
Dividend cuts put strain on income funds,https://www.ft.com/content/71f0b9d8-d3dc-11e5-8887-98e7feb46f27,,https://www.ft.com/stream/27142330-e0bb-49c7-91e7-c51648f0ce68,FTfm,"...Groups such as GlaxoSmithKline and AstraZeneca, in the pharma sector, and tobacco’s British American Tobacco are among the 10 best dividend payers in the FTSE 100, in terms of total cash pay out, according...",AstraZeneca,"FEBRUARY 16, 2016"
Miner rally subsides as FTSE hits 2012 low,https://www.ft.com/content/0a0db2c2-cf58-11e5-92a1-c5e23ef99c77,,https://www.ft.com/uk-equities,UK equities,...AstraZeneca edged 0.2 per cent higher to £39.15 amid talk that it has been weighing up a US acquisition to expand its biotechnology portfolio....,AstraZeneca,"FEBRUARY 9, 2016"
AstraZeneca cancer drug presents breakthrough,https://www.ft.com/content/36c72a86-cd74-11e5-831d-09f7778e7377,,https://www.ft.com/uk-companies,UK companies,"...AstraZeneca recently scrapped plans to seek regulatory approval for durvalumab on its own, in favour of focusing on the combination with tremelimumab....",AstraZeneca,"FEBRUARY 7, 2016"
Numbers games and existential angst,https://www.ft.com/content/5139fe1a-cb6d-11e5-a8ef-ea66e967dd44,,https://www.ft.com/jonathan-guthrie,Jonathan Guthrie,...AstraZeneca recorded a mere 1 per cent decline to $6.9bn....,AstraZeneca,"FEBRUARY 4, 2016"
Mining stocks lead the FTSE bounce,https://www.ft.com/content/b751c790-cb69-11e5-a8ef-ea66e967dd44,,https://www.ft.com/mergers-acquisitions,Mergers & Acquisitions,...But AstraZeneca lost 6.1 per cent to £41.43 after 2015 core earnings missed consensus expectations and current-year guidance underwhelmed....,AstraZeneca,"FEBRUARY 4, 2016"
Hedge fund pioneer is force behind hotly tipped biotech companies,https://www.ft.com/content/eaa798fe-c425-11e5-808f-8231cd71622e,,https://www.ft.com/uk-companies,UK companies,"...Further trials of the drug are planned in combination with two Eli Lilly therapies and separate R&D partnerships are under way with AstraZeneca, GSK and Roche....",AstraZeneca,"FEBRUARY 4, 2016"
AstraZeneca warns of lower earnings ahead of patent losses,https://www.ft.com/content/d9d223bc-cb0c-11e5-be0b-b7ece4e953a0,,https://www.ft.com/companies/byregion,Companies By Region,...AstraZeneca has urged investors to keep focused on long-term growth after its shares were sent tumbling by a warning of lower earnings this year....,AstraZeneca,"FEBRUARY 4, 2016"
AstraZeneca shares hit as 2016 revenue forecast to fall,https://www.ft.com/content/0dd5ffd4-7cfd-3a2d-b42e-6bb9208c6d97,,https://www.ft.com/world,World,"...However, it was still the biggest contributor to AstraZeneca’s total product sales of $23.6bn.

Read more on the results here....",AstraZeneca’s,"FEBRUARY 4, 2016"
"Opening Quote: Shell protects divi, Compass ploughs on",https://www.ft.com/content/3de0f745-b895-3b7d-b4a7-56b451f54606,,https://www.ft.com/central-banks,Central banks,"...Shell’s profits have slumped with the oil price, AstraZeneca’s sales are stalling, the Bank of England is set to hold interest rates....",AstraZeneca’s,"FEBRUARY 4, 2016"
FT Opening Quote,https://www.ft.com/content/fdf75fd0-0e7d-380e-a5f8-f31c3a8f06f5,,https://www.ft.com/chris-nuttall,Chris Nuttall,"...Shell profits have slumped with the oil price, AstraZeneca sales are stalling, the Bank of England is set to hold interest rates....",AstraZeneca,"FEBRUARY 4, 2016"
"AstraZeneca warns of revenue, earnings drop this year",https://www.ft.com/content/c64ea5e5-32b4-3c71-ba29-3a37ab77146c,,https://www.ft.com/mergers-acquisitions,Mergers & Acquisitions,...The group says it expects to make particular progress with oncology treatments (see table below for details of AstraZeneca’s pipeline)....,AstraZeneca’s,"FEBRUARY 4, 2016"
Opening Quote: Hargreaves shrugs off difficult markets,https://www.ft.com/content/79eec333-8fe9-3caa-9417-fb102dd68325,,https://www.ft.com/uk-banks,UK banks,"...AstraZeneca, run by Frenchman Pascal Soriot, has scored a victory of its own with approval from the European Commission to market Tagrisso, a treatment for non-small cell lung cancer....",AstraZeneca,"FEBRUARY 3, 2016"
FT Opening Quote,https://www.ft.com/content/cab130c1-699d-301e-bd38-31977de0c228,,https://www.ft.com/chris-nuttall,Chris Nuttall,"...AstraZeneca, run by Frenchman Pascal Soriot (pictured), has scored a victory of its own with approval from the European Commission to market Tagrisso, a treatment for non-small cell lung cancer....",AstraZeneca,"FEBRUARY 3, 2016"
J&J and GSK join Medicxi’s European life sciences push,https://www.ft.com/content/10e91eac-c921-11e5-be0b-b7ece4e953a0,https://www.ft.com/__origami/service/image/v2/images/raw/http%3A%2F%2Fprod-upp-image-read.ft.com%2Fb4555454-b533-11e5-b147-e5e5bba42e51?source=next&fit=scale-down&dpr=2&width=240,https://www.ft.com/us-companies,US & Canadian companies,"...J&J and GSK, along with AstraZeneca, were also part of a new £40m fund called Apollo Therapeutics announced last week to help commercialise academic research from Cambridge university, Imperial College London...",AstraZeneca,"FEBRUARY 2, 2016"
Investor calls for big pharma to slim down grow louder,https://www.ft.com/content/3609613a-c8ca-11e5-be0b-b7ece4e953a0,,https://www.ft.com/us-companies,US & Canadian companies,"...jettisoned its consumer healthcare business — with brands including Coppertone sunscreen and Dr Scholl’s footcare — to sharpen its competitive edge against “pure-play” drugmakers such as Bristol-Myers Squibb, AstraZeneca...",AstraZeneca,"FEBRUARY 1, 2016"
"Opening Quote: Smith & Nephew, BT, EU/sardines",https://www.ft.com/content/6862abe9-4a15-3685-82c0-c66584573565,,https://www.ft.com/eu-energy,EU energy,"...Earnings season gets fully under way this week with results from the likes of GSK, AstraZeneca, Shell and BP....",AstraZeneca,"FEBRUARY 1, 2016"
FT Opening Quote,https://www.ft.com/content/709c4de6-6df5-33fb-9494-5a209dd8cf90,,https://www.ft.com/chris-nuttall,Chris Nuttall,"...Earnings season gets fully under way this week with results from the likes of GSK, AstraZeneca, Shell and BP....",AstraZeneca,"FEBRUARY 1, 2016"
Gilead risks becoming victim of its own success,https://www.ft.com/content/ab14f1d6-c6d3-11e5-808f-8231cd71622e,,https://www.ft.com/us-companies,US & Canadian companies,"...The explosive growth has propelled the company into the ranks of the world’s largest drugmakers, with a market capitalisation of $126bn that is larger than more established names such as GlaxoSmithKline, AstraZeneca...",AstraZeneca,"JANUARY 31, 2016"
Opening Quote: Babcock’s CEO retires,https://www.ft.com/content/46a447a4-0e90-3cb0-ac43-82e59bb38b2d,,https://www.ft.com/mergers-acquisitions,Mergers & Acquisitions,"...A feather in the cap of AstraZeneca chief executive Pascal Soriot, who needs plenty more for giving would-be acquirer Pfizer the bum’s rush.

There’s a slew of trading statements this morning....",AstraZeneca,"JANUARY 28, 2016"
FT Opening Quote,https://www.ft.com/content/0d600f93-f001-33a8-a8ec-0375d8e89084,,https://www.ft.com/chris-nuttall,Chris Nuttall,"...A feather in the cap of AstraZeneca chief executive Pascal Soriot, who needs plenty more for giving would-be acquirer Pfizer the bum’s rush.

There’s a slew of trading statements this morning....",AstraZeneca,"JANUARY 28, 2016"
Global pharma groups reveal tie-up with universities,https://www.ft.com/content/7cb34d18-c0fe-11e5-9fdb-87b8d15baec2,,https://www.ft.com/uk-companies,UK companies,"...AstraZeneca, GSK and J&J will have first option to take assets backed by the fund into clinical development, with a bidding process among the trio to decide which gets the licence....",AstraZeneca,"JANUARY 25, 2016"
Pascal Soriot confident of AstraZeneca’s independent course,https://www.ft.com/content/d7883be2-c03e-11e5-846f-79b0e3d20eaf,,https://www.ft.com/uk-companies,UK companies,"...Mr Soriot says he is not implacably opposed to big mergers but prefers smaller bolt-on deals, such as AstraZeneca’s recent $2.7bn takeover of ZS Pharma....",AstraZeneca’s,"JANUARY 21, 2016"
Pascal Soriot on his rise to become CEO of AstraZeneca,https://www.ft.com/content/39020eb0-b627-11e5-b147-e5e5bba42e51,,https://www.ft.com/business-education,Business education,...These memories helped stiffen his resolve when Pfizer launched its raid on AstraZeneca in 2014....,AstraZeneca,"JANUARY 21, 2016"
Drugmakers call for collective action on superbugs,https://www.ft.com/content/3b82d910-bf6b-11e5-846f-79b0e3d20eaf,,https://www.ft.com/us-companies,US & Canadian companies,"...Others included AstraZeneca, GlaxoSmithKline and Sanofi, in a sign of growing consensus among “big pharma” over the need for new approaches to the development and marketing of antibiotics....",AstraZeneca,"JANUARY 21, 2016"
Big pharma joins forces to tackle cancer,https://www.ft.com/content/70448e52-b7e4-11e5-b151-8e15c9a029fb,,https://www.ft.com/us-companies,US & Canadian companies,"...Bristol-Myers Squibb and US-based Merck, which make the only approved immunotherapies, have not yet joined the initiative, and neither have those companies that hope to launch the next batch, such as AstraZeneca...",AstraZeneca,"JANUARY 11, 2016"
Aberdeen shares sink on worries over costs,https://www.ft.com/content/81215104-b3d6-11e5-8358-9a82b43f6b2f,,https://www.ft.com/uk-equities,UK equities,...Drug stocks were the main line of support with AstraZeneca climbing 1.9 per cent to £45.62 and GlaxoSmithKline ahead 1.6 per cent to £13.86....,AstraZeneca,"JANUARY 5, 2016"
GSK and AstraZeneca prescribe different treatments,https://www.ft.com/content/d70920b6-afd9-11e5-b46e-3ef837cafba3,,https://www.ft.com/uk-companies,UK companies,"...AstraZeneca

While GSK has diversified its business, AstraZeneca has placed all its bets on pharmaceuticals....",AstraZeneca,"JANUARY 3, 2016"
GSK chief fights back to regain investor faith,https://www.ft.com/content/f906dcdc-afe1-11e5-b46e-3ef837cafba3,,https://www.ft.com/us-companies,US & Canadian companies,"...Sir Andrew will be hoping for a similar boost to the strong share price rally enjoyed by AstraZeneca, the other big UK drugmaker, after its chief executive, Pascal Soriot, made an upbeat presentation at...",AstraZeneca,"JANUARY 3, 2016"
"Week in Review, December 19",https://www.ft.com/content/b62e15ca-a57c-11e5-a91e-162b86790c58,,https://www.ft.com/european-companies,European companies,"...AstraZeneca was also busy on the deals front. It agreed to pay up to $7bn for Acerta Pharma to secure a promising blood-cancer therapy, and $575m for respiratory medicines from Takeda of Japan....",AstraZeneca,"DECEMBER 18, 2015"
BoE’s Carney plays the game of two halves,https://www.ft.com/content/89bf004c-a4ed-11e5-a91e-162b86790c58,,https://www.ft.com/european-companies,European companies,...The cost of $7bn for the whole of Acerta would fall heavily even on AstraZeneca....,AstraZeneca,"DECEMBER 17, 2015"
AstraZeneca adds 55% Acerta Pharma stake to swath of deals,https://www.ft.com/content/6aa1c230-a48e-11e5-b73f-9545472cb784,,https://www.ft.com/companies/byregion,Companies By Region,"...People close to the situation said AstraZeneca had faced competition for the asset, with other interested parties including Merck & Co and Amgen....",AstraZeneca,"DECEMBER 17, 2015"
Opening Quote – Peppa in pink with Spielberg deal,https://www.ft.com/content/0fb3747b-f17b-3bd9-b835-d3bfe55f7690,,https://www.ft.com/mergers-acquisitions,Mergers & Acquisitions,"...Peppa Pig owner Entertainment One has made a deal with ET’s Steven Spielberg, AstraZeneca has revealed it will pay $4bn for Acerta Pharma....",AstraZeneca,"DECEMBER 17, 2015"
FT Opening Quote – Peppa in pink with Spielberg deal,https://www.ft.com/content/f2480bd3-2b30-3aa6-9315-b5707c5229e4,,https://www.ft.com/chris-nuttall,Chris Nuttall,"...Peppa Pig owner Entertainment One has made a deal with ET’s Steven Spielberg, AstraZeneca has revealed it will pay $4bn for Acerta Pharma....",AstraZeneca,"DECEMBER 17, 2015"
AstraZeneca buys Takeda’s respiratory business,https://www.ft.com/content/4ab04162-a3d1-11e5-b73f-9545472cb784,,https://www.ft.com/us-companies,US & Canadian companies,...AstraZeneca has taken another step to refill its depleted product pipeline by agreeing to pay $575m for the respiratory business of Takeda....,AstraZeneca,"DECEMBER 16, 2015"
AstraZeneca bolsters respiratory business with $575m acquisition,https://www.ft.com/content/1626b131-6c9e-38ef-b927-3de21eef5c1a,,https://www.ft.com/pharmaceuticals,Pharmaceuticals sector,...UK drugmaker AstraZeneca has acquired the main respiratory business of Japanese rival Takeda for $575 million....,AstraZeneca,"DECEMBER 16, 2015"
AstraZeneca pours millions into China R&D,https://www.ft.com/content/d14235b6-a37a-11e5-a035-96e9dfdf9fff,,https://www.ft.com/chinese-corruption,Chinese corruption,"...AstraZeneca says it is confident of its compliance procedures.

China accounted for 11 per cent of group sales in the first nine months of this year — AstraZeneca’s second-biggest market after the US....",AstraZeneca,"DECEMBER 16, 2015"
AstraZeneca on fast track to companion diagnostics,https://www.ft.com/content/c1fed4c0-944c-11e5-bd82-c1fb87bef7af,,https://www.ft.com/pharmaceuticals,Pharmaceuticals sector,"...AstraZeneca worked with the diagnostics arm of Roche, the Swiss pharma group, to develop a test for the mutant genes....",AstraZeneca,"DECEMBER 15, 2015"
AstraZeneca: in search of a blockbuster,https://www.ft.com/content/3396dab0-a27b-11e5-8d70-42b68cfae6e4,https://www.ft.com/__origami/service/image/v2/images/raw/http%3A%2F%2Fprod-upp-image-read.ft.com%2F41708964-52db-11e5-b029-b9d50a74fd14?source=next&fit=scale-down&dpr=2&width=240,https://www.ft.com/uk-companies,UK companies,...Jimmy Carter can tell you why AstraZeneca is contemplating paying $5bn for an unquoted Dutch biotech company with a single product in phase III trials....,AstraZeneca,"DECEMBER 14, 2015"
Shell can claim BG despite burden of proof weighing on van Beurden,https://www.ft.com/content/b7b0a23c-a257-11e5-bc70-7ff6d4fd203a,,https://www.ft.com/jonathan-guthrie,Jonathan Guthrie,"...Last year, the prime minister talked of extending a public interest test to block Pfizer’s £70bn bid for AstraZeneca....",AstraZeneca,"DECEMBER 14, 2015"
AstraZeneca weighing up Acerta bid to secure blood cancer drug,https://www.ft.com/content/bbc02fd0-a25e-11e5-8d70-42b68cfae6e4,,https://www.ft.com/uk-companies,UK companies,"...AstraZeneca is aiming for a return to sales growth in 2017 after a dip next year, with a long-term goal of increasing revenues by three-quarters to $45bn by 2023....",AstraZeneca,"DECEMBER 14, 2015"
AstraZeneca ‘exploring strategic options’ with Dutch biotech,https://www.ft.com/content/73db185a-876d-3f43-b13d-fc7e4e506136,,https://www.ft.com/world,World,"...UK drugmaker AstraZeneca says it is “exploring potential strategic options” with Acerta Pharma, a biotechnology company based in the Netherlands....",AstraZeneca,"DECEMBER 14, 2015"
AstraZeneca achieves partial victory over NHS drug cost watchdog,https://www.ft.com/content/6b8d9cca-9f4b-11e5-8613-08e211ea5317,,https://www.ft.com/pharmaceuticals,Pharmaceuticals sector,"...Lisa Anson, head of AstraZeneca in the UK, welcomed the decision but said NHS patients were losing out because of restrictions on cancer drugs....",AstraZeneca,"DECEMBER 11, 2015"
AstraZeneca and Wallenbergs join in biological drugs venture,https://www.ft.com/content/780af5c8-9f38-11e5-8613-08e211ea5317,,https://www.ft.com/european-companies,European companies,...Opposition from the Wallenbergs helped galvanise AstraZeneca’s successful resistance last year against a $100bn takeover by Pfizer....,AstraZeneca’s,"DECEMBER 11, 2015"
"Excitement rises over gene editing tool, but ethical doubts remain",https://www.ft.com/content/2d744ff2-9031-11e5-bd82-c1fb87bef7af,,https://www.ft.com/disrupters,Disrupters,"...For instance AstraZeneca, the UK-based drug company, announced four partnerships early this year “aimed at harnessing the power of Crispr across its entire discovery platform in the company’s key therapeutic...",AstraZeneca,"DECEMBER 6, 2015"
Relypsa: the next US biotech M&A target?,https://www.ft.com/content/8136f632-25c7-3657-a824-e6e0b281f172,,https://www.ft.com/bryce-elder,Bryce Elder,"...Astrazeneca agreed in November to buy ZS Pharma for $2.7bn cash.

Relypsa shares are up 20 per cent at pixel time, giving it a market value of $1.1bn. We’ll update this story as and when required....",Astrazeneca,"DECEMBER 4, 2015"
Pfizer to cut 120 jobs with closure of Cambridge R&D centre,https://www.ft.com/content/7ee22f58-99cd-11e5-987b-d6cdef1b205c,,https://www.ft.com/companies/byregion,Companies By Region,"...Pfizer is planning to close a research and development facility in Cambridge with the loss of up to 120 jobs, weakening its presence in the UK just over a year after its failed takeover bid for AstraZeneca...",AstraZeneca,"DECEMBER 3, 2015"
Shire leads drug stocks sector on FTSE,https://www.ft.com/content/52e22d08-991f-11e5-9228-87e603d47bdc,,https://www.ft.com/uk-equities,UK equities,"...AstraZeneca was up 1.4 per cent to £45.83 on an upgrade to “overweight” from Morgan Stanley, its joint house broker....",AstraZeneca,"DECEMBER 2, 2015"
Unhealthy drugs: Pharma struggles with its reputation,https://www.ft.com/content/f4eb2978-9132-11e5-bd82-c1fb87bef7af,,https://www.ft.com/recruitment,Recruitment,"...Johnson & Johnson of the US made the top 10, while Swiss Novartis and the UK’s AstraZeneca were among the top 30....",AstraZeneca,"NOVEMBER 26, 2015"
Social media is capitalism with a human face,https://www.ft.com/content/2a20d07a-872e-11e5-90de-f44762bf9896,,https://www.ft.com/social-media,Social Media,"...AstraZeneca (Biotech & Pharma)

27. BG (Oil & Gas)

28. EasyJet (Travel & Tourism)

29. Burberry (Retail)

30. Whole Foods Market (Retail)

31. InterContinental Hotels (Travel & Tourism)

32....",AstraZeneca,"NOVEMBER 26, 2015"
FT Opening Quote – Rolls-Royce restructures,https://www.ft.com/content/867d3fef-e59e-311d-83d0-395069ca027f,,https://www.ft.com/chris-nuttall,Chris Nuttall,"...He was frustrated by the failure of his bid for AstraZeneca, but has won Round Two....",AstraZeneca,"NOVEMBER 24, 2015"
AstraZeneca sells US rights for gastro drug to Perrigo for $380m,https://www.ft.com/content/f165f162-91d6-11e5-bd82-c1fb87bef7af,,https://www.ft.com/us-companies,US & Canadian companies,...Analysts expect AstraZeneca’s revenues to fall by single digits this year and continue declining until 2017....,AstraZeneca’s,"NOVEMBER 23, 2015"
Pfizer-Allergan tie-up would mark M&A high point,https://www.ft.com/content/838b69b4-8fa7-11e5-8be4-3506bf20cc2b,,https://www.ft.com/us-companies,US & Canadian companies,"...The same applies for AstraZeneca.

However, there are reasons to believe Pfizer-Allergan would most likely remain an exception....",AstraZeneca,"NOVEMBER 22, 2015"
Sanofi-AstraZeneca chemicals swap takes open route to R&D,https://www.ft.com/content/8cce6580-8f84-11e5-8be4-3506bf20cc2b,,https://www.ft.com/european-companies,European companies,...AstraZeneca said it has about 2m compounds in its library so the exchange with Sanofi will increase its volume by about a tenth....,AstraZeneca,"NOVEMBER 20, 2015"
Tesco gains on positive house broker view,https://www.ft.com/content/f3b78dde-8d55-11e5-a549-b89a1dfede9b,,https://www.ft.com/uk-equities,UK equities,"...Drugmakers gained, with AstraZeneca up 3.3 per cent to £43.97 and Shire 3.7 per cent firmer at £46.63....",AstraZeneca,"NOVEMBER 17, 2015"
GSK and the perils of prudence,https://www.ft.com/content/25610520-8c59-11e5-8be4-3506bf20cc2b,,https://www.ft.com/companies/inside-business,Inside Business,"...Despite underperforming European and world pharma indices over the past five years, GSK’s shares trade at more than 15 times next year’s earnings, ahead of peers such as Pfizer, Merck, Sanofi and AstraZeneca...",AstraZeneca,"NOVEMBER 17, 2015"
AstraZeneca gains from rival’s trial setback,https://www.ft.com/content/7f1690f0-8c89-11e5-a549-b89a1dfede9b,,https://www.ft.com/uk-equities,UK equities,...AstraZeneca rose 4 per cent to £42.58 in a resilient wider market....,AstraZeneca,"NOVEMBER 16, 2015"
AstraZeneca urges antibiotics investment shake-up,https://www.ft.com/content/7d3fd1de-8a08-11e5-90de-f44762bf9896,,https://www.ft.com/uk-companies,UK companies,...AstraZeneca has urged the government to develop a new model for incentivising investment in antibiotics and warned of the “terrible human cost” of the rise in drug-resistant infections....,AstraZeneca,"NOVEMBER 15, 2015"
S&P cuts AstraZeneca’s credit rating,https://www.ft.com/content/f3c1012a-87ba-11e5-8a12-b0ce506400af,,https://www.ft.com/pharmaceuticals,Pharmaceuticals sector,"...Moody’s, meanwhile, affirmed its A2 rating for AstraZeneca’s debt but changed its outlook to negative....",AstraZeneca’s,"NOVEMBER 10, 2015"
Sanofi chief positive on new drugs as he warns on profits,https://www.ft.com/content/2b60c9d0-845f-11e5-9dc0-186bb1146746,,https://www.ft.com/currencies,Currencies,"...lamented how Sanofi had “made a series of mis-steps” that left it absent from an important new category of cancer drugs called immuno-oncology, which is being led by Merck, Bristol-Myers Squibb, Roche and AstraZeneca...",AstraZeneca,"NOVEMBER 8, 2015"
AstraZeneca boosts pipeline with $2.7bn acquisition,https://www.ft.com/content/6eb9c010-845a-11e5-8e80-1574112844fd,,https://www.ft.com/uk-companies,UK companies,...Shares in AstraZeneca fell slightly to £42.24 on Friday in line with the broader FTSE 100....,AstraZeneca,"NOVEMBER 6, 2015"
AstraZeneca raises full-year profit and sales forecasts,https://www.ft.com/content/69445dc0-838d-11e5-9dc0-186bb1146746,,https://www.ft.com/uk-companies,UK companies,...Mr Soriot said AstraZeneca was outperforming peers in China and now ranked number two in the market....,AstraZeneca,"NOVEMBER 5, 2015"
FT Opening Quote – BoE’s Super Thursday fireworks,https://www.ft.com/content/d89caffa-212e-3622-b781-c1fe21ed27fe,,https://www.ft.com/chris-nuttall,Chris Nuttall,...AstraZeneca has raised earnings per share guidance for the full year from a low single digit percentage increase to high single digits....,AstraZeneca,"NOVEMBER 5, 2015"
Pfizer spurned by GSK before Allergan talks,https://www.ft.com/content/3a26241c-81b0-11e5-8095-ed1a37d1e096,https://www.ft.com/__origami/service/image/v2/images/raw/http%3A%2F%2Fprod-upp-image-read.ft.com%2F256b4080-39ca-11e5-bbd1-b37bc06f590c?source=next&fit=scale-down&dpr=2&width=240,https://www.ft.com/us-companies,US & Canadian companies,"...The US group’s interest in GSK, the UK’s biggest drugmaker by sales and market capitalisation, came 18 months after it failed in a £69.4bn hostile bid for the number two UK group, AstraZeneca....",AstraZeneca,"NOVEMBER 2, 2015"
Corporate diary: November 2 – November 6,https://www.ft.com/content/6a3e5b68-7c08-11e5-98fb-5a6d4728f74e,,https://www.ft.com/tobacco,Tobacco,"...Kana Inagaki

Pipeline progress at AstraZeneca

AstraZeneca, the Anglo-Swedish pharmaceutical group which was the target for Pfizer’s $118bn botched takeover attempt last year, reports third-quarter results...",AstraZeneca,"NOVEMBER 1, 2015"
Cineworld slides on ‘duller’ film outlook,https://www.ft.com/content/c1bf5b9c-7f2f-11e5-ae43-f6d4a22c5a1a,,https://www.ft.com/sport,Sport,"...Licensee Novartis paid $22.5m, having won US regulatory approval for two lung disease inhalers, and Sandoz paid Vectura a small fee linked to generic product in development, thought to be a version of AstraZeneca...",AstraZeneca,"OCTOBER 30, 2015"
Large pill to swallow for Pfizer in Allergan deal,https://www.ft.com/content/40e6adec-7e60-11e5-98fb-5a6d4728f74e,,https://www.ft.com/us-companies,US & Canadian companies,"...“Pfizer’s still burnt from the political backlash it faced in the UK when it tried to acquire AstraZeneca,” says the banker....",AstraZeneca,"OCTOBER 29, 2015"
Ovarian cancer drug proves effective among prostate patients,https://www.ft.com/content/1e0b09ee-7d7f-11e5-a1fe-567b37f80b64,,https://www.ft.com/uk-economy,UK economy,"...AstraZeneca says it is “extremely disappointed” by Nice’s initial rejection of the drug to treat patients with advanced ovarian cancer, though negotiations are still continuing....",AstraZeneca,"OCTOBER 28, 2015"
FT Opening Quote – Gala calls ‘house’ on bingo sale,https://www.ft.com/content/ff5611cc-52d2-343c-90fd-a918e410f626,,https://www.ft.com/chris-nuttall,Chris Nuttall,"...Meanwhile,Tongon, an Ivorian mine of top gold bug Randgold is ready to begin paying dividends and AstraZeneca has received approval from the US authorities to market lesinurad, a treatment for a condition...",AstraZeneca,"OCTOBER 26, 2015"
UK remains fertile ground for biotech fundraisings,https://www.ft.com/content/d5baf606-78a9-11e5-a95a-27d368e1ddf7,,https://www.ft.com/uk-companies,UK companies,"...They say success is crucial to reduce the country’s dependence on its two pharmaceuticals giants, GlaxoSmithKline and AstraZeneca, at a time when both are under pressure from falling sales of older drugs...",AstraZeneca,"OCTOBER 25, 2015"
Fat finger trades — Deutsche joins league of market mistakes,https://www.ft.com/content/097af19c-770d-11e5-933d-efcdc3c11c89,,https://www.ft.com/currencies,Currencies,"...approaching closing trade

A trader at Lehman Brothers, another defunct US bank (London office pictured at the height of the financial crisis), entered a sell order for shares in FTSE 100 heavyweights BP and AstraZeneca...",AstraZeneca,"OCTOBER 20, 2015"
Foreign groups eye scaling back Russian operations,https://www.ft.com/content/8d1d4cd8-7416-11e5-a129-3fcc4f641d98,,https://www.ft.com/european-companies,European companies,"...Pharmaceutical groups such as AstraZeneca are more upbeat, reporting strong sales growth in several product lines in the first half of the year....",AstraZeneca,"OCTOBER 18, 2015"
Burnt fingers keep merger arbs at bay,https://www.ft.com/content/c8750b68-727c-11e5-bdb1-e6e4767162cc,,https://www.ft.com/neil-collins,Neil Collins,...One plausible explanation is the burnt fingers from the failure of Pfizer’s bid for AstraZeneca. That deal had seemed to be following the pattern set by Kraft’s siege of Cadbury when it all fell apart....,AstraZeneca,"OCTOBER 16, 2015"
Takeover Panel rules help AB InBev agree speedy deal,https://www.ft.com/content/5489d528-71ad-11e5-9b9e-690fdae72044,,https://www.ft.com/jonathan-guthrie,Jonathan Guthrie,"...Some big City shareholders, including Schroders and Jupiter, wanted AstraZeneca to accept the offer....",AstraZeneca,"OCTOBER 13, 2015"
The week: September 21,https://www.ft.com/content/fea9b238-5b93-11e5-a28b-50226830d644,,https://www.ft.com/fund-management,Fund management,"...• The latest report
 from the UK’s National Association of Pension Funds on the annual general meeting season says shareholders in a dozen FTSE 350 companies — including AstraZeneca, BG Group, Investec...",AstraZeneca,"SEPTEMBER 20, 2015"
